Salmos,145,21
Salmos,146,10
Salmos,147,20
Salmos,148,14
Salmos,149,9
Salmos,150,6
Proverbios,1,33
Proverbios,2,22
Proverbios,3,35
Proverbios,4,27
Proverbios,5,23
Proverbios,6,35
Proverbios,7,27
Proverbios,8,36
Proverbios,9,18
Proverbios,10,32
Proverbios,11,31
Proverbios,12,28
Proverbios,13,25
Proverbios,14,35
Proverbios,15,33
Proverbios,16,33
Proverbios,17,28
Proverbios,18,24
Proverbios,19,29
Proverbios,20,30
Proverbios,21,31
Proverbios,22,29
Proverbios,23,35
Proverbios,24,34
Proverbios,25,28
Proverbios,26,28
Proverbios,27,27
Proverbios,28,28
Proverbios,29,27
Proverbios,30,33
Proverbios,31,31
Eclesiastés,1,18
Eclesiastés,2,26
Eclesiastés,3,22
Eclesiastés,4,16
Eclesiastés,5,20
Eclesiastés,6,12
Eclesiastés,7,29
Eclesiastés,8,17
Eclesiastés,9,18
Eclesiastés,10,20
Eclesiastés,11,10
Eclesiastés,12,14
Cantares,1,17
Cantares,2,17
Cantares,3,11
Cantares,4,16
Cantares,5,16
Cantares,6,13
Cantares,7,13
Cantares,8,14
Isaías,1,31
Isaías,2,22
Isaías,3,26
Isaías,4,6
Isaías,5,30
Isaías,6,13
Isaías,7,25
Isaías,8,22
Isaías,9,21
Isaías,10,34
Isaías,11,16
Isaías,12,6
Isaías,13,22
Isaías,14,32
Isaías,15,9
Isaías,16,14
Isaías,17,14
Isaías,18,7
Isaías,19,25
Isaías,20,6
Isaías,21,17
Isaías,22,25
Isaías,23,18
Isaías,24,23
Isaías,25,12
Isaías,26,21
Isaías,27,13
Isaías,28,29
Isaías,29,24
Isaías,30,33
Isaías,31,9
Isaías,32,20
Isaías,33,24
Isaías,34,17
Isaías,35,10
Isaías,36,22
Isaías,37,38
Isaías,38,22
Isaías,39,8
Isaías,40,31
Isaías,41,29
Isaías,42,25
Isaías,43,28
Isaías,44,28
Isaías,45,25
Isaías,46,13
Isaías,47,15
Isaías,48,22
Isaías,49,26
Isaías,50,11
Isaías,51,23
Isaías,52,15
Isaías,53,12
Isaías,54,17
Isaías,55,13
Isaías,56,12
Isaías,57,21
Isaías,58,14
Isaías,59,21
Isaías,60,22
Isaías,61,11
Isaías,62,12
Isaías,63,19
Isaías,64,12
Isaías,65,25
Isaías,66,24
Jeremías,1,19
Jeremías,2,37
Jeremías,3,25
Jeremías,4,31
Jeremías,5,31
Jeremías,6,30
Jeremías,7,34
Jeremías,8,22
Jeremías,9,26
Jeremías,10,25
Jeremías,11,23
Jeremías,12,17
Jeremías,13,27
Jeremías,14,22
Jeremías,15,21
Jeremías,16,21
Jeremías,17,27
Jeremías,18,23
Jeremías,19,15
Jeremías,20,18
Jeremías,21,14
Jeremías,22,30
Jeremías,23,40
Jeremías,24,10
Jeremías,25,38
Jeremías,26,24
Jeremías,27,22
Jeremías,28,17
Jeremías,29,32
Jeremías,30,24
Jeremías,31,40
Jeremías,32,44
Jeremías,33,26
Jeremías,34,22
Jeremías,35,19
Jeremías,36,32
Jeremías,37,21
Jeremías,38,28
Jeremías,39,18
Jeremías,40,16
Jeremías,41,18
Jeremías,42,22
Jeremías,43,13
Jeremías,44,30
Jeremías,45,5
Jeremías,46,28
Jeremías,47,7
Jeremías,48,47
Jeremías,49,39
Jeremías,50,46
Jeremías,51,64
Jeremías,52,34
Lamentaciones,1,22
Lamentaciones,2,22
Lamentaciones,3,66
Lamentaciones,4,22
Lamentaciones,5,22
Ezequiel,1,28
Ezequiel,2,10
Ezequiel,3,27
Ezequiel,4,17
Ezequiel,5,17
Ezequiel,6,14
Ezequiel,7,27
Ezequiel,8,18
Ezequiel,9,11
Ezequiel,10,22
Ezequiel,11,25
Ezequiel,12,28
Ezequiel,13,23
Ezequiel,14,23
Ezequiel,15,8
Ezequiel,16,63
Ezequiel,17,24
Ezequiel,18,32
Ezequiel,19,14
Ezequiel,20,49
Ezequiel,21,32
Ezequiel,22,31
Ezequiel,23,49
Ezequiel,24,27
Ezequiel,25,17
Ezequiel,26,21
Ezequiel,27,36
Ezequiel,28,26
Ezequiel,29,21
Ezequiel,30,26
Ezequiel,31,18
Ezequiel,32,32
Ezequiel,33,33
Ezequiel,34,31
Ezequiel,35,15
Ezequiel,36,38
Ezequiel,37,28
Ezequiel,38,23
Ezequiel,39,29
Ezequiel,40,49
Ezequiel,41,26
Ezequiel,42,20
Ezequiel,43,27
Ezequiel,44,31
Ezequiel,45,25
Ezequiel,46,24
Ezequiel,47,23
Ezequiel,48,35
Daniel,1,21
Daniel,2,49
Daniel,3,30
Daniel,4,37
Daniel,5,31
Daniel,6,28
Daniel,7,28
Daniel,8,27
Daniel,9,27
Daniel,10,21
Daniel,11,45
Daniel,12,13
Oseas,1,11
Oseas,2,23
Oseas,3,5
Oseas,4,19
Oseas,5,15
Oseas,6,11
Oseas,7,16
Oseas,8,14
Oseas,9,17
Oseas,10,15
Oseas,11,12
Oseas,12,14
Oseas,13,16
Oseas,14,9
Joel,1,20
Joel,2,32
Joel,3,21
Amós,1,15
Amós,2,16
Amós,3,15
Amós,4,13
Amós,5,27
Amós,6,14
Amós,7,17
Amós,8,14
Amós,9,15
Abdías,1,21
Jonás,1,17
Jonás,2,10
Jonás,3,10
Jonás,4,11
Miqueas,1,16
Miqueas,2,13
Miqueas,3,12
Miqueas,4,13
Miqueas,5,15
Miqueas,6,16
Miqueas,7,20
Nahum,1,15
Nahum,2,13
Nahum,3,19
Habacuc,1,17
Habacuc,2,20
Habacuc,3,19
Sofonías,1,18
Sofonías,2,15
Sofonías,3,20
Hageo,1,15
Hageo,2,23
Zacarías,1,21
Zacarías,2,13
Zacarías,3,10
Zacarías,4,14
Zacarías,5,11
Zacarías,6,15
Zacarías,7,14
Zacarías,8,23
Zacarías,9,17
Zacarías,10,12
Zacarías,11,17
Zacarías,12,14
Zacarías,13,9
Zacarías,14,21
Malaquías,1,14
Malaquías,2,17
Malaquías,3,18
Malaquías,4,6
Mateo,1,25
Mateo,2,23
Mateo,3,17
Mateo,4,25
Mateo,5,48
Mateo,6,34
Mateo,7,29
Mateo,8,34
Mateo,9,38
Mateo,10,42
Mateo,11,30
Mateo,12,50
Mateo,13,58
Mateo,14,36
Mateo,15,39
Mateo,16,28
Mateo,17,27
Mateo,18,35
Mateo,19,30
Mateo,20,34
Mateo,21,46
Mateo,22,46
Mateo,23,39
Mateo,24,51
Mateo,25,46
Mateo,26,75
Mateo,27,66
Mateo,28,20
Marcos,1,45
Marcos,2,28
Marcos,3,35
Marcos,4,41
Marcos,5,43
Marcos,6,56
Marcos,7,37
Marcos,8,38
Marcos,9,50
Marcos,10,52
Marcos,11,33
Marcos,12,44
Marcos,13,37
Marcos,14,72
Marcos,15,47
Marcos,16,20
Lucas,1,80
Lucas,2,52
Lucas,3,38
Lucas,4,44
Lucas,5,39
Lucas,6,49
Lucas,7,50
Lucas,8,56
Lucas,9,62
Lucas,10,42
Lucas,11,54
Lucas,12,59
Lucas,13,35
Lucas,14,35
Lucas,15,32
Lucas,16,31
Lucas,17,37
Lucas,18,43
Lucas,19,48
Lucas,20,47
Lucas,21,38
Lucas,22,71
Lucas,23,56
Lucas,24,53
Juan,1,51
Juan,2,25
Juan,3,36
Juan,4,54
Juan,5,47
Juan,6,71
Juan,7,53
Juan,8,59
Juan,9,41
Juan,10,42
Juan,11,57
Juan,12,50
Juan,13,38
Juan,14,31
Juan,15,27
Juan,16,33
Juan,17,26
Juan,18,40
Juan,19,42
Juan,20,31
Juan,21,25
Hechos,1,26
Hechos,2,47
Hechos,3,26
Hechos,4,37
Hechos,5,42
Hechos,6,15
Hechos,7,60
Hechos,8,40
Hechos,9,43
Hechos,10,48
Hechos,11,30
Hechos,12,25
Hechos,13,52
Hechos,14,28
Hechos,15,41
Hechos,16,40
Hechos,17,34
Hechos,18,28
Hechos,19,41
Hechos,20,38
Hechos,21,40
Hechos,22,30
Hechos,23,35
Hechos,24,27
Hechos,25,27
Hechos,26,32
Hechos,27,44
Hechos,28,31
Romanos,1,32
Romanos,2,29
Romanos,3,31
Romanos,4,25
Romanos,5,21
Romanos,6,23
Romanos,7,25
Romanos,8,39
Romanos,9,33
Romanos,10,21
Romanos,11,36
Romanos,12,21
Romanos,13,14
Romanos,14,23
Romanos,15,33
Romanos,16,27
1 Corintios,1,31
1 Corintios,2,16
1 Corintios,3,23
1 Corintios,4,21
1 Corintios,5,13
1 Corintios,6,20
1 Corintios,7,40
1 Corintios,8,13
1 Corintios,9,27
1 Corintios,10,33
1 Corintios,11,34
1 Corintios,12,31
1 Corintios,13,13
1 Corintios,14,40
1 Corintios,15,58
1 Corintios,16,24
2 Corintios,1,24
2 Corintios,2,17
2 Corintios,3,18
2 Corintios,4,18
2 Corintios,5,21
2 Corintios,6,18
2 Corintios,7,16
2 Corintios,8,24
2 Corintios,9,15
2 Corintios,10,18
2 Corintios,11,33
2 Corintios,12,21
2 Corintios,13,14
Gálatas,1,24
Gálatas,2,21
Gálatas,3,29
Gálatas,4,31
Gálatas,5,26
Gálatas,6,18
Efesios,1,23
Efesios,2,22
Efesios,3,21
Efesios,4,32
Efesios,5,33
Efesios,6,24
Filipenses,1,30
Filipenses,2,30
Filipenses,3,21
Filipenses,4,23
Colosenses,1,29
Colosenses,2,23
Colosenses,3,25
Colosenses,4,18
1 Tesalonicenses,1,10
1 Tesalonicenses,2,20
1 Tesalonicenses,3,13
1 Tesalonicenses,4,18
1 Tesalonicenses,5,28
2 Tesalonicenses,1,12
2 Tesalonicenses,2,17
2 Tesalonicenses,3,18
1 Timoteo,1,20
1 Timoteo,2,15
1 Timoteo,3,16
1 Timoteo,4,16
1 Timoteo,5,25
1 Timoteo,6,21
2 Timoteo,1,18
2 Timoteo,2,26
2 Timoteo,3,17
2 Timoteo,4,22
Tito,1,16
Tito,2,15
Tito,3,15
Filemón,1,25
Hebreos,1,14
Hebreos,2,18
Hebreos,3,19
Hebreos,4,16
Hebreos,5,14
Hebreos,6,20
Hebreos,7,28
Hebreos,8,13
Hebreos,9,28
Hebreos,10,39
Hebreos,11,40
Hebreos,12,29
Hebreos,13,25
Santiago,1,27
Santiago,2,26
Santiago,3,18
Santiago,4,17
Santiago,5,20
1 Pedro,1,25
1 Pedro,2,25
1 Pedro,3,22
1 Pedro,4,19
1 Pedro,5,14
2 Pedro,1,21
2 Pedro,2,22
2 Pedro,3,18
1 Juan,1,10
1 Juan,2,29
1 Juan,3,24
1 Juan,4,21
1 Juan,5,21
2 Juan,1,13
3 Juan,1,14
Judas,1,25
Apocalipsis,1,20
Apocalipsis,2,29
Apocalipsis,3,22
Apocalipsis,4,11
Apocalipsis,5,14
Apocalipsis,6,17
Apocalipsis,7,17
Apocalipsis,8,13
Apocalipsis,9,21
Apocalipsis,10,11
Apocalipsis,11,19
Apocalipsis,12,17
Apocalipsis,13,18
Apocalipsis,14,20
Apocalipsis,15,8
Apocalipsis,16,21
Apocalipsis,17,18
Apocalipsis,18,24
Apocalipsis,19,21
Apocalipsis,20,15
Apocalipsis,21,27
Apocalipsis,22,21
